,id,custom_id,name,url,abbreviation,classification
10684,10685,85235158413-79,EAST,,,
10685,10686,48849298417-82,Medtech Europe,,,
10686,10687,48849298417-82,AdvaMed,,,
10687,10688,48849298417-82,Zimmer Biomet,,,
10688,10689,00741337988-18,Bundesverband der Energie- und Wasserwirtschaft,,bdew,
10689,10690,00741337988-18,Verband kommunaler Unternehmen,,VKU,
10690,10691,00741337988-18,Bundesverband Breitbandkommunikation,,BREKO,
10691,10692,00741337988-18,European Forum for Renewable Energy Sources,,EUFORES,
10692,10693,00741337988-18,Hydrogen Europe,,,
10693,10694,00741337988-18,European Federation of Energy Traders,,EFET,
10694,10695,00741337988-18,Europäischen Dachverbandes der lokalen und regionalen Energieunternehmen,,CEDEC,
10695,10696,00741337988-18,EURELECTRIC,,,
10696,10697,19736167705-91,EU-ASE,,EU-ASE,abbreviation
10697,10698,19736167705-91,EEIP,,EEIP,abbreviation
10698,10699,19736167705-91,ECEEE,,ECEEE,abbreviation
10699,10700,169603610073-70,Confindustria,,,
10700,10701,169603610073-70,Institut Européen des Armes de Chasse et de Sport,,IEACS,
10701,10702,169603610073-70,European Shooting Sports Federation,,ESSF,
10702,10703,169603610073-70,World Forum on Shooting Activities,,WFSA,
10703,10704,124384945835-24,PACTO MUNDIAL,,,
10704,10705,124384945835-24,WEEE FORUM,,,
10705,10706,927656110412-84,European composting network,,ECN,
10706,10707,927656110412-84,EuRic,,,
10707,10708,927656110412-84,Friends of Global Recycling Foundation,,,
10708,10709,066806912065-67,Europea Democrat Students,,EUPAS,
10709,10710,066806912065-67,DEMYC,,,
10710,10711,72699997886-57,International Coordinating Council of Aerospace Industries Association,,ICCAIA,
10711,10712,93987316076-63,Alliance of Energy Intensive Industries,,,
10712,10713,93987316076-63,Alliance for a Competitive European Industry,,,
10713,10714,93987316076-63,Business Europe,http://www.businesseurope.eu/Content/Default.asp?,,
10714,10715,93987316076-63,Construction Products Europe,http://www.construction-products.eu/,CPE,
10715,10716,93987316076-63,Construction 2050 Alliance,https://euconstruction2050.eu/,,
10716,10717,93987316076-63,European Concrete Platform,http://www.europeanconcrete.eu/,ECP,
10717,10718,93987316076-63,The Concrete Initiative,https://www.theconcreteinitiative.eu/,,
10718,10719,93987316076-63,European Minerals Day,http://www.mineralsday.eu/,,
10719,10720,93987316076-63,European Network for Silica,http://www.nepsi.eu/,NEPSI,
10720,10721,93987316076-63,Industrial Emissions Alliance,,,
10721,10722,93987316076-63,Industrial Federation of Industrial Energy Consumers Europe,http://www.ifieceurope.org/,IFIEC,
10722,10723,93987316076-63,European Cement Research Academy,http://www.ecra-online.org/171/,ECRA,
10723,10724,93987316076-63,Non Energy Extractive Industries Panel,,NEEIP,
10724,10725,93987316076-63,REACH Alliance,,,
10725,10726,93987316076-63,Sustainable Process Industry through Resource and Energy Efficiency Public-Private Partnership,https://www.aspire2050.eu/,SPIRE,
10726,10727,93987316076-63,European Energy Forum,http://www.europeanenergyforum.eu/,,
10727,10728,93987316076-63,Industry4Europe Coalition,https://www.industry4europe.eu/,,
10728,10729,133425935920-17,,,EBOWWN,
10729,10730,431651836022-33,,,ATA,
10730,10731,431651836022-33,,,ATIS,
10731,10732,431651836022-33,,,ETSI,
10732,10733,431651836022-33,,,GCF,
10733,10734,431651836022-33,,,HIMSS,
10734,10735,431651836022-33,,,IEEE,
10735,10736,431651836022-33,,,ISO,
10736,10737,431651836022-33,,,ITU-T,
10737,10738,431651836022-33,,,NFC,
10738,10739,431651836022-33,,,OCF,
10739,10740,431651836022-33,,,PUCC,
10740,10741,431651836022-33,,,WIFI ALLIANCE,
10741,10742,431651836022-33,,,ZIGBEE,
10742,10743,118654736485-65,EARTO,,EARTO,abbreviation
10743,10744,118654736485-65,AENEAS,,AENEAS,abbreviation
10744,10745,118654736485-65,EPoSS,,EPoSS,abbreviation
10745,10746,118654736485-65,Photonics21,,Photonics21,abbreviation
10746,10747,118654736485-65,EPIC,,EPIC,abbreviation
10747,10748,118654736485-65,QUIC,,QUIC,abbreviation
10748,10749,161347737750-29,,,UNRSC,
10749,10750,161347737750-29,,,ETSC,
10750,10751,161347737750-29,,,PACTS,
10751,10752,965241818931-53,Internetoffensive Österreichs,http://www.internetoffensive.at/wir-ueber-uns/vorstand-des-vereins-internetoffensive-oesterreich,,
10752,10753,965241818931-53,Verband Österreichischer Privatsender,http://www.voep.at/mitglieder/202-mitgliedertvregional.html,,
10753,10754,54716776916-18,Produzentenallianz,https://www.produzentenallianz.de/wer-wir-sind/ueber-uns/,,
10754,10755,57982427170-23,Bundesverband der Deutschen Industrie,,BDI,
10755,10756,57982427170-23,Bundesvereinigung der Deutschen Arbeitgeberverbände,,BDA,
10756,10757,57982427170-23,Fédération de l'Industrie Europèenne de la Construction,,FIEC,
10757,10758,57982427170-23,European International Contractors,,EIC,
10758,10759,968421535984-01,European Partnership for Democracy,,,
10759,10760,968421535984-01,,,ECOSOC (UN),
10760,10761,968421535984-01,AmCham Spain,,,
10761,10762,985908511539-28,Space Y,,,
10762,10763,985908511539-28,International Marine Contractors Association,,,
10763,10764,915519211566-03,European Banking Federation,,EBF,
10764,10765,915519211566-03,European Mortgage Federation,,EMF,
10765,10766,915519211566-03,"Federazione delle Banche, Assicurazioni e Finanza",,FEBAF,
10766,10767,915519211566-03,Employer's Group of the EESC,https://www.eesc.europa.eu/en/members-groups/groups/employers-group,,
10767,10768,978510212073-44,Organisation Internationale du Tourisme Social,,O.I.T.S.,
10768,10769,89282627609-85,Eurocities,,City of Stockholm only,
10769,10770,89282627609-85,Capital Cities Regions Network,,CCRN,
10770,10771,55642894775-05,Culture Action Europe,,,
10771,10772,55642894775-05,ResArtis,,,
10772,10773,55642894775-05,ISPA,,,
10773,10774,55642894775-05,EUNIC,,,
10774,10775,55642894775-05,On-the-Move,,,
10775,10776,089233137623-63,Electronic Money Association,,,
10776,10777,089233137623-63,UK Finance,,,
10777,10778,089233137623-63,Merchant Risk Council,,,
10778,10779,089233137623-63,Cifas,,,
10779,10780,089233137623-63,European Fintech Association,,,
10780,10781,089233137623-63,Banking & Payments Federation Ireland,,,
10781,10782,537378345264-74,Linux Foundation,https://linuxfoundation.org,,
10782,10783,966493533135-33,Institute of International Bankers,https://www.iib.org/,,
10783,10784,509423034313-42,European Aluminium,,,
10784,10785,509423034313-42,IBEC,,IBEC,abbreviation
10785,10786,509423034313-42,IAI,,IAI,abbreviation
10786,10787,601645244687-08,Medecins du Monde,www.mdmgreece.gr,,
10787,10788,601645244687-08,Ύπατης Αρμοστείας του ΟΗΕ για τους Πρόσφυγες,,UNHCR,
10788,10789,601645244687-08,Ελληνικό Δίκτυο για την Καταπολέμηση της Φτώχειας,,,
10789,10790,601645244687-08,Ελληνικό Δίκτυο Καταγραφής της Ρατσιστικής Βίας,,,
10790,10791,601645244687-08,Ελληνικό Δίκτυο για το Δικαίωμα στη Στέγη και την Κατοικία,,,
10791,10792,601645244687-08,Δίκτυο για τα δικαιώματα των Παιδιών που Μετακινούνται,,,
10792,10793,601645244687-08,Κέντρο Συντονισμού για θέματα Μεταναστών και Προσφύγων,,ACCMR,
10793,10794,601645244687-08,Εθνικός Μηχανισμός αναφορά για την προστασία θυμάτων εμπορίας ανθρώπων,,ΕΜΑ,
10794,10795,601645244687-08,Ομάδα Συνηγορίας και Προάσπισης Δικαιωμάτων,,,
10795,10796,601645244687-08,Ομάδα εργασίας για την Ψυχική Υγεία και την Ψυχοκοινωνική Υποστήριξη,,,
10796,10797,601645244687-08,Ομάδα εργασίας για την Υγεία,,HWG,
10797,10798,72172447190-25,Kompetenzzentrum Biointelligenz e.V.,,,
10798,10799,84295189159-07,IFPMA,,IFPMA,abbreviation
10799,10800,84295189159-07,EFPIA,,EFPIA,abbreviation
10800,10801,84295189159-07,EuropaBio,,EuropaBio,abbreviation
10801,10802,84295189159-07,EBE,,EBE,abbreviation
10802,10803,84295189159-07,PhRMA,,PhRMA,abbreviation
10803,10804,84295189159-07,G5 Santé,,G5 Santé,name
10804,10805,094392144122-20,ENPA,,ENPA,abbreviation
10805,10806,094392144122-20,EMMA,,EMMA,abbreviation
10806,10807,094392144122-20,WAN-IFRA,,WAN-IFRA,abbreviation
10807,10808,094392144122-20,FIPP,,FIPP,abbreviation
10808,10809,120036211374-56,Pensions Europe,,,
10809,10810,120036211374-56,Financial Future,,,
10810,10811,120036211374-56,,,AEIP,
10811,10812,120036211374-56,,,IIGCC,
10812,10813,120036211374-56,,,Invest Europe,
10813,10814,915777112103-83,International Road Transport Union,https://www.iru.org/,,
10814,10815,915777112103-83,European Alliance for Coach Tourism,https://www.eact.eu/,,
10815,10816,915777112103-83,Confederación Empresarial de Organizaciones Empresariales,https://www.ceoe.es/es,CEOE,
10816,10817,125592240992-76,Seattle to Brussels network,http://s2bnetwork.org/,S2B network,
10817,10818,98470877752-88,Lifelong Learning Platform,,,
10818,10819,98470877752-88,European Youth Forum,,YFJ,
10819,10820,98470877752-88,Liaison Group of the European Economic and Social Committee,,,
10820,10821,98470877752-88,INGO Conference of the Council of Europe,,,
10821,10822,98470877752-88,CD-EDU of the Council of Europe,,,
10822,10823,98470877752-88,Advisory Council on Youth of the Council of Europe,,,
10823,10824,98470877752-88,European Education Policy Network for Teachers and School Heads,,EEPN,
10824,10825,15077947344-66,European Concrete Platform,,,
10825,10826,15077947344-66,Construction Products Europe,,,
10826,10827,15077947344-66,European Concrete Paving Association,,,
10827,10828,15077947344-66,GCCA Global Cement and Concrete Organization,,GCCA,
10828,10829,204434434820-43,Vaccines Today,https://www.vaccinesafetynet.org/,,
10829,10830,204434434820-43,World Coalition for Adult Vaccination,,WCAV,
10830,10831,204434434820-43,Coalition for Life-Course Immunisation,,CLCI,
10831,10832,564163637532-06,Planetary Health Alliance,,,
10832,10833,564163637532-06,Climate and Clean Air Coalition,,,
10833,10834,564163637532-06,NCD Alliance,,,
10834,10835,564163637532-06,Global Alliance on Health and Pollution,,,
10835,10836,691041532109-03,EBO WORLD WIDE NETWORK ASBL,www.ebowwn.com,EBO WORLD WIDE NETWORK ASBL,name
10836,10837,691041532109-03,EUROCHAMTT,,EUROCHAMTT,abbreviation
10837,10838,41108238259-40,Airport Council International Europe,aci-europe.org,ACI EUROPE,
10838,10839,41108238259-40,Bundesverband der deutschen Luftverkehrswirtschaft,bdl.aero,BDL,
10839,10840,41108238259-40,Forum Luft- und Raumfahrt,forumlur.de,FLR,
10840,10841,16441688074-96,sgi europe,,,
10841,10842,16441688074-96,ciriec,,,
10842,10843,16441688074-96,cedec,,,
10843,10844,00121328971-23,Internationaler Verleiherverband,http://www.fiad.eu/members,FIAD,
10844,10845,82277971427-06,European Association of Archaeologists,https://www.e-a-a.org/,EAA,
10845,10846,82277971427-06,Chartered Institute for Archaeologists,https://www.archaeologists.net/,CIfA,
10846,10847,82277971427-06,West- und Süddeutscher Verband für Altertumsforschung e.V.,https://wsva.net/,,
10848,10849,260551919108-63,Nucleareurope,,FORATOM,
10849,10850,238010512218-41,IFPI,,,
10850,10851,238010512218-41,Confindustria Cultura Italia,,,
10851,10852,980975011427-83,Fertiberia,,,
10852,10853,980975011427-83,Fertilizers Europe,,,
10853,10854,980975011427-83,IFA,,IFA,abbreviation
10854,10855,980975011427-83,ANFFE,,ANFFE,abbreviation
10855,10856,980975011427-83,FEIQUE,,FEIQUE,abbreviation
10856,10857,99072759899-62,European Algae Biomass Association,,EABA,
10857,10858,99072759899-62,Spanish Confederation of Enterprises,,CEOE,
10858,10859,99072759899-62,European Biostimulants Industry Council,,EBIC,
10859,10860,99072759899-62,National Association of Perfumes & Cosmetics,,STANPA,
10860,10861,99072759899-62,Feeling Innovation by Stanpa,,,
10861,10862,99072759899-62,National Association of Garden Centers,,AECJ,
10862,10863,99072759899-62,Spanish Bioindustry Association,,ASEBIO,
10863,10864,99072759899-62,Japan Biostimulants Association,,JBSA,
10864,10865,99072759899-62,Spanish Biomass Technology Platform,,BIOPLAT,
10865,10866,99072759899-62,Asociación Empresarial de Productores de Cultivos Marinos de España,,APROMAR,
10866,10867,99072759899-62,Plant Biotechnology Platform,,BioVegen,
10867,10868,99072759899-62,Bio-based Industries Consortium,,JTI-BIC,
10868,10869,131611211983-58,Live Content Coalition,,,
10869,10870,43859808000-87,European Energy Forum,,EEF,
10870,10871,43859808000-87,Federation of European and International Associations,,FAIB,
10871,10872,39912257528-48,BUSINESSEUROPE,link to BUSINESSEUROPE,,
10872,10873,62722978644-95,ICMM,,ICMM,abbreviation
10873,10874,62722978644-95,BIAC,,BIAC,abbreviation
10874,10875,62722978644-95,Eurometaux,,Eurometaux,abbreviation
10875,10876,62722978644-95,ERMA,,ERMA,abbreviation
10876,10877,62722978644-95,EIT on RM,,,
10877,10878,579895440724-39,EMEA Satellite Operators Association,,ESOA,
10878,10879,579895440724-39,International Telecommunication Union,,ITU,
10879,10880,579895440724-39,American Chamber of Commerce,,AmCham,
10880,10881,579895440724-39,European Space Agency,,ESA,
10881,10882,579895440724-39,Global Satellite Operators Association,,GSOA,
10882,10883,294032740156-37,Malta Refugee Council,https://maltarefugeecouncil.org.mt/Members,,
10883,10884,294032740156-37,Consultative Council for Women’s Rights,https://humanrights.gov.mt/en/Pages/Gender%20Equality/Consultative%20Council/The-Members.aspx,,
10884,10885,294032740156-37,European Network of Migrant Women,https://www.migrantwomennetwork.org/listofmembers/,,
10885,10886,294032740156-37,European Asylum Support Office,,EASO,
10886,10887,294032740156-37,Women Against Violence Europe,https://wave-network.org/about/#wave-members,WAVE,
10887,10888,294032740156-37,Make Mothers Matter,https://makemothersmatter.org/mmm-network/member-associations/,,
10888,10889,534341538005-92,Europa Uomo,https://europa-uomo.org,,
10889,10890,23777496702-86,European Network of Political Foundations,,ENoP,
10890,10891,23777496702-86,European Liberal Forum,,ELF,
10891,10892,23777496702-86,Liberal International,,,
10892,10893,251416147093-56,DLG e.V.,,,
10893,10894,251416147093-56,Deutscher Bauernverband,,,
10894,10895,251416147093-56,,,Copa Cogeca,
10895,10896,251416147093-56,GfÖ Bayerische Brauereien,,,
10896,10897,251416147093-56,Gesellschaft für Hopfenforschung,,,
10897,10898,251416147093-56,Landschaftspflegeverbands Landkreis Pfaffenhofen a.d.Ilm e.V.,,,
10898,10899,737200614864-41,Federación Internacional de Ingenieros Consultores,,Fidic,
10899,10900,737200614864-41,Federación Panamericana de Asociaciones de Consultoria,,Fepac,
10900,10901,737200614864-41,Federación Europea de Empresas de Ingeniería,,Efca,
10901,10902,737200614864-41,Conferderación Española de Organizaciones Empresariales,,CEOE,
10902,10903,338398611148-62,American Chamber of Commerce to the EU,,Amcham EU,
10903,10904,338398611148-62,Creative and Media Business Alliance,,CMBA,
10904,10905,338398611148-62,European Publishers Council,,EPC,
10905,10906,338398611148-62,"International Association of Scientific, Technical and Medical Publishers",,STM,
10906,10907,338398611148-62,BusinessEurope,,,
10907,10908,338398611148-62,British Chamber of Commerce Science Business,,,
10908,10909,338398611148-62,REISearch,,,
10909,10910,338398611148-62,Digital Policy Roundtable,,DPRT,
10910,10911,798071410461-65,CISAC,,,
10911,10912,39838147687-59,International Air Line Pilots Associations,http://www.ifalpa.org,IFALPA,
10912,10913,39838147687-59,Flight Safety Foundation,https://flightsafety.org/,,
10913,10914,39838147687-59,,https://www.eurocae.net/,EUROCAE,
10914,10915,39838147687-59,,https://www.cen.eu/Pages/default.aspx,CEN,
10915,10916,69219137373-47,Interferry Europe,,,
10916,10917,69219137373-47,Intertanko,,,
10917,10918,69219137373-47,ECSA,,,
10919,10920,75365248559-90,United Nations Framework Convention on Climate Change,,UNFCCC,
10920,10921,75365248559-90,Carbon Pricing Leadership Coalition,,CPLC,
10921,10922,75365248559-90,Climate Action Network,,CAN,
10922,10923,75365248559-90,International Coalition for Sustainable Aviation,,ICSA,
10923,10924,75365248559-90,Clean Shipping Coalition,,CSC,
10924,10925,75365248559-90,Break Free From Plastics Coalition,,BFFP,
10925,10926,856346540908-94,,www.ecsa.eu,,
10926,10927,592849438116-16,AmCham EU,,,
